,host_name,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,reviews_per_year
4224,Resort Stay,45304375,Wyn Austin Resort ~ Rooftop Pool ~ Walk to 6th St!,243470944,no_group,78701,30.27166,-97.74756,entire home/apt,242,2,4,2021-04-20,0.4,19,0,4.800000000000001
4225,Martin,26664490,Evans: Shared Room in Awesome Community,8167447,no_group,78751,30.31472,-97.7167,shared room,25,30,2,2021-04-20,0.06,76,310,0.72
4226,Carol,2386747,Cozy and comfortable one bdrm apt,1674764,no_group,78751,30.31082,-97.71956,entire home/apt,106,2,11,2021-04-19,0.2,1,69,2.4000000000000004
4227,Joe,14614986,Charming SoFi Cottage among Oaks,90709839,no_group,78704,30.23305,-97.76602,entire home/apt,99,30,72,2021-04-19,1.31,1,142,15.72
4228,Franco And Karen,14880081,Beautiful home in convenient northwest Austin,93291092,no_group,78729,30.44704,-97.75845,entire home/apt,169,2,41,2021-04-19,1.84,1,0,22.080000000000002
4229,Michael,3615030,Amazing Downtown Town Home,746455,no_group,78703,30.27722,-97.75142,entire home/apt,420,3,38,2021-04-19,0.46,4,348,5.5200000000000005
4230,Matthew,48111525,Cozy East Austin Home - Walk to Parks and Trails,387977994,no_group,78721,30.25753,-97.68425,entire home/apt,240,30,3,2021-04-19,0.68,1,126,8.16
4231,Above Vacation,36874378,Canyon View Estate,210733801,no_group,78746,30.28234,-97.83189,entire home/apt,4230,1,2,2021-04-18,0.38,41,320,4.5600000000000005
4232,Resort Stay,37863198,Walk to 6th St! Brand New Resort! Sleeps 4 Kitchen,243470944,no_group,78701,30.2714,-97.74759,private room,242,2,7,2021-04-18,0.33,19,16,3.96
4233,Valeska,21366577,Tranquil Austin House- Good for Families,3545449,no_group,78739,30.14754,-97.85672,entire home/apt,425,7,38,2021-04-18,1.14,1,111,13.68
4234,Dani,2092733,"Safe Haven. Work, Child & Dog Friendly. Private Fenced Yard.",80406,no_group,78704,30.24113,-97.74168,entire home/apt,209,1,144,2021-04-18,2.74,12,83,32.88
4235,Alaina,24078800,"Elegant, Rustic Home Minutes from the Domain",151838706,no_group,78758,30.39082,-97.70226,entire home/apt,178,29,28,2021-04-18,0.71,1,98,8.52
4236,Nick,46601494,Private Bedroom in Central Austin Hyde Park,376759934,no_group,78705,30.29555,-97.7312,private room,79,1,7,2021-04-18,5.38,17,362,64.56
4237,Jennifer And Nick,31977380,Welcome to Casa Craig!,239746294,no_group,78757,30.37017,-97.73589,entire home/apt,150,30,6,2021-04-18,0.23,1,331,2.7600000000000002
4238,Meshelle M,45410462,Spacious Casitas for Awesome Group Gatherings,7270902,no_group,78751,30.31785,-97.72751,entire home/apt,451,1,1,2021-04-18,0.37,15,145,4.4399999999999995
4239,Madalynn,43507427,Austin Modern Getaway + HUGE balcony,346827202,no_group,78705,30.28999,-97.74714,entire home/apt,184,2,12,2021-04-18,0.88,41,160,10.56
4240,Martin,49114592,"SoCo Apartment, Fast Wifi, Location!",14446438,no_group,78704,30.25607,-97.74682,entire home/apt,325,2,1,2021-04-18,0.37,1,360,4.4399999999999995
4241,Deacon,34400498,Lake Austin Cliffside Cabin w/hot tub close to DT,4912146,no_group,78746,30.29999,-97.7882,entire home/apt,382,2,46,2021-04-18,1.77,20,15,21.240000000000002
4242,Gina,37114883,Tootie's - delightful house in 78704 Zilker,68382818,no_group,78704,30.2554,-97.7728,entire home/apt,186,3,11,2021-04-18,0.52,2,75,6.24
4243,Nathalie,4224100,Fantastic house: huge kitchen&porch,1575610,no_group,78745,30.21308,-97.80978,entire home/apt,150,30,25,2021-04-18,0.31,1,208,3.7199999999999998
4244,Lisa,4431533,Cosy and Open 4/2 with Loft on Greenbelt,22738209,no_group,78728,30.44667,-97.68241,entire home/apt,389,5,6,2021-04-18,1.88,6,355,22.56
4245,Tracey,41905528,Westlake Craftsman,152608759,no_group,78746,30.26993,-97.80952,entire home/apt,999,3,4,2021-04-18,0.64,11,207,7.68
4246,Elizabeth,26299429,East Austin 1 BR walking distance from nightlife,25688568,no_group,78702,30.25452,-97.70582,entire home/apt,95,2,62,2021-04-18,1.8,1,131,21.6
4247,Guy,14074230,"Treehouse Bungalow steps from Lake Travis, pool & hot tub, next to marina (#18)",62926106,no_group,78734,30.37268,-97.98714,entire home/apt,412,2,9,2021-04-18,0.18,19,254,2.16
4248,Sandra,28072687,Relaxing space in the heart of Ausitn,753599,no_group,78704,30.23829,-97.74796,entire home/apt,175,2,6,2021-04-18,0.23,1,87,2.7600000000000002
4249,Ty,48904617,Amazing Austinite Living on West Campus,281428661,no_group,78705,30.28469,-97.74725,entire home/apt,163,1,4,2021-04-18,1.24,1,14,14.879999999999999
4250,Stay Local Austin,38728874,The Zilker Guesthouse - Walk to Barton Springs,18253226,no_group,78704,30.25747,-97.76929,entire home/apt,160,2,54,2021-04-18,3.86,31,125,46.32
4251,Cynthia,27811648,Private Room & Bath by The Domain,44018711,no_group,78727,30.4179,-97.72203,private room,40,1,54,2021-04-18,11.57,1,0,138.84
4252,Loren,49061559,Modern Farmhouse in the Heart of the East Side!,1123825,no_group,78702,30.25454,-97.72267,entire home/apt,251,3,1,2021-04-18,0.37,1,8,4.4399999999999995
4253,Irulian,21490338,MCM Themed House by Domain,42878311,no_group,78727,30.4236,-97.7207,entire home/apt,250,1,57,2021-04-18,2.6,1,92,31.200000000000003
4254,Robbie,40285,"OUTDOOR LIVING IN AUSTIN, TX",170787,no_group,78731,30.35123,-97.76207,entire home/apt,350,2,32,2021-04-18,0.3,1,249,3.5999999999999996
4255,Casey,29511390,Large Modern Townhouse Minutes from Downtown!,195478867,no_group,78746,30.26164,-97.79839,entire home/apt,100,30,7,2021-04-17,0.24,7,39,2.88
4256,Amber,28151254,A Little Getaway  to Relax and Enjoy Austin!,79174186,no_group,78729,30.43992,-97.76915,entire home/apt,193,1,4,2021-04-17,0.54,1,323,6.48
4257,Brendan,44473865,Bright and Airy Rosedale Studio,10437959,no_group,78756,30.31799,-97.74055,entire home/apt,150,2,21,2021-04-17,1.88,1,35,22.56
4258,Nexx,43611005,Private room with restroom inside,348189890,no_group,78741,30.24135,-97.71747,private room,80,2,1,2021-04-16,0.36,2,88,4.32
4259,Sean,1751718,Zilker Bungalow next to Downtown!,2157243,no_group,78704,30.25279,-97.77527,entire home/apt,179,2,75,2021-04-16,1.94,8,88,23.28
4260,Vania,8780307,Cozy bedroom in south Austin,1873431,no_group,78748,30.17791,-97.82483,private room,36,30,54,2021-04-16,45.0,4,237,540.0
4261,Corey,39005809,Escape to the Lake!,21426926,no_group,78734,30.38745,-97.96639,entire home/apt,86,20,3,2021-04-16,0.45,1,183,5.4
4262,Lodgewell,7826186,The Littlefields by Lodgewell | Amazing Views | B8,15782486,no_group,78701,30.26646,-97.74069,entire home/apt,209,1,117,2021-04-15,1.9,34,162,22.799999999999997
4263,Lawrence,17648807,Bouldin oasis minutes from downtown Austin.,7281438,no_group,78704,30.25981,-97.75373,entire home/apt,108,30,13,2021-04-15,0.69,2,104,8.28
4264,Victor,26188063,Texas Bungalows Studio Austin/Domain North,187003751,no_group,78727,30.43358,-97.69868,private room,89,1,27,2021-04-15,2.65,5,0,31.799999999999997
4265,Max,32850511,Private Room/Bath in Townhome 10min from downtown,28002922,no_group,78741,30.22428,-97.72361,private room,52,30,9,2021-04-15,0.33,6,329,3.96
4266,Cindy,44608896,Zilker Guesthouse Your Festival/Vacation Getaway,10955594,no_group,78704,30.25615,-97.76558,entire home/apt,286,2,12,2021-04-15,1.9,1,158,22.799999999999997
4267,Greg & Amanda,37659072,West Austin Extended Stay #1 by AustinGetaways,487072,no_group,78731,30.34852,-97.75574,entire home/apt,222,45,9,2021-04-14,0.39,13,79,4.68
4268,David,43277222,Lake Austin Oasis - Monthly Retreat,181159894,no_group,78746,30.34694,-97.79824,entire home/apt,699,28,1,2021-04-14,0.34,8,276,4.08
4269,TurnKey Vacation Rentals,20322343,Chic & Modern Beauty - Near UT & Downtown,143519492,no_group,78757,30.35022,-97.72714,entire home/apt,216,2,11,2021-04-14,0.26,10,325,3.12
4270,Elisa,41028923,Funky updated 2/2.5 condo in the ❤️ of Austin,3003303,no_group,78703,30.2749,-97.76192,entire home/apt,195,28,2,2021-04-14,0.21,1,333,2.52
4271,Michael,46292162,Selfie Sanctuary Room 2,374645236,no_group,78752,30.33526,-97.70585,private room,43,2,2,2021-04-14,0.39,17,352,4.68
4272,Meshelle M,48867470,Spacious East side Pad | Close to Shops and Cafes,7270902,no_group,78702,30.2782,-97.7201,entire home/apt,173,2,1,2021-04-13,0.34,15,123,4.08
4273,Cindy,8253891,Cozy Tiny House in Clarksville ATX,12306613,no_group,78703,30.27804,-97.75942,entire home/apt,124,2,207,2021-04-13,3.0,1,0,36.0
4274,Cynthia & Bobby,2254712,Comfortable Central Apartment with Unique Austin Vibe Perfect for Long-term Stays,11514096,no_group,78703,30.29133,-97.76049,entire home/apt,175,1,456,2021-04-13,5.22,1,214,62.64
4275,John,47925020,Walkable Tarrytown Guest House with Private Patio,386282496,no_group,78703,30.29349,-97.76597,entire home/apt,89,2,10,2021-04-13,1.96,1,62,23.52
4276,Nancy,21292446,Hip WorkSpace Close to Downtown! Available Monthly,1883744,no_group,78704,30.2344,-97.76184,entire home/apt,94,30,27,2021-04-13,0.7,5,322,8.399999999999999
4277,WanderJaunt,47977757,WanderJaunt | Eanes | 1BR | Central Austin,104309976,no_group,78705,30.29003,-97.74708,entire home/apt,113,1,7,2021-04-12,1.43,142,8,17.16
4278,Carlos,45566846,"Cozy apt close to DWTN, Rainey,  and East Austin!",262665874,no_group,78741,30.24072,-97.73058,entire home/apt,110,3,5,2021-04-12,0.85,1,0,10.2
4279,Cynthia,37911803,Gorgeous Lake Austin Home. Dog & Family Friendly.,28971511,no_group,78732,30.383,-97.91405,entire home/apt,1043,3,5,2021-04-12,0.32,1,103,3.84
4280,Jan,21267327,"Austin, TX, 2-Bedroom Presidential #2",10981379,no_group,78701,30.2717,-97.74714,entire home/apt,394,2,1,2021-04-12,0.34,24,18,4.08
4281,Kevin,10767302,"East Austin New Townhouse, perfect for SXSW",3887277,no_group,78702,30.25724,-97.72529,entire home/apt,1200,2,1,2021-04-12,0.34,1,357,4.08
4282,Madison,37044239,Casa de Cedar,99016889,no_group,78702,30.27521,-97.7128,entire home/apt,90,2,38,2021-04-12,1.65,1,41,19.799999999999997
4283,Lucy,5011681,1 Bdr Guest Apartment Private Creekside Retreat,9369892,no_group,78757,30.33547,-97.74683,entire home/apt,130,3,106,2021-04-12,1.38,2,1,16.56
4284,Dani,3667392,"Work from Home, Private Urban Oasis with Mid-Century Style",80406,no_group,78704,30.24409,-97.74013,entire home/apt,207,1,107,2021-04-12,1.66,12,130,19.919999999999998
4285,Princess,46831665,Lovely one bed room apartment   Very comfortable,219152916,no_group,78741,30.22986,-97.73062,entire home/apt,58,2,7,2021-04-12,1.02,2,17,12.24
4286,Martin,15034794,N.Lamar: Amazing deal in a comfortable apartment,8167447,no_group,78756,30.31991,-97.7307,shared room,17,30,9,2021-04-12,0.16,76,341,1.92
4287,Bret,29027783,Austin Room,210622135,no_group,78704,30.24928,-97.74002,private room,49,1,77,2021-04-12,2.49,8,3,29.880000000000003
4288,Taylor,48375917,boho Back House nesting,154091187,no_group,78703,30.28763,-97.76227,entire home/apt,170,2,4,2021-04-11,1.03,2,72,12.36
4289,Lynn,40755772,Huge stylish soco apartment close to downtown,316196758,no_group,78704,30.25429,-97.74681,entire home/apt,160,2,9,2021-04-11,0.49,1,0,5.88
4290,Stay Local Austin,38703399,The Zilker House - Walk to Barton Springs,18253226,no_group,78704,30.25556,-97.7689,entire home/apt,400,2,39,2021-04-11,2.36,31,127,28.32
4291,Martin,48491296,Luxury Studio Double on South Congress (4),367670680,no_group,78704,30.237497,-97.755234,entire home/apt,215,3,3,2021-04-11,1.91,28,23,22.919999999999998
4292,David,46623604,Hazel - Southwest Vibes - RV,60491020,no_group,78745,30.20875,-97.76454,entire home/apt,83,2,3,2021-04-11,0.56,2,315,6.720000000000001
4293,Krisstina,25963063,Swank Luxury 2/2 Bungalow in SoCo Downtown Austin,2947621,no_group,78704,30.24754,-97.74559,entire home/apt,336,2,35,2021-04-11,1.0,2,23,12.0
4294,Martin,38875853,N.Lamar: Private Room in Community,8167447,no_group,78756,30.31982,-97.73102,private room,41,30,2,2021-04-11,2.0,76,364,24.0
4295,Victor,43945548,Texas Bungalows 2 Queen Studio Austin/Domain North,187003751,no_group,78727,30.43356,-97.69862,private room,109,1,11,2021-04-11,0.88,5,0,10.56
4296,Jim O',968817,CampEZ-8 in SxSAustin TX,1568741,no_group,78745,30.20901,-97.76891,entire home/apt,18,3,16,2021-04-11,0.17,8,359,2.04
4297,Allison,25156197,Cozy Bungalow in Hyde Park,190097700,no_group,78751,30.31126,-97.72774,entire home/apt,145,1,48,2021-04-11,1.36,1,0,16.32
4298,Henry & Kate,43691386,Luxurious Austin Studio,348973305,no_group,78758,30.39583,-97.72685,entire home/apt,91,2,14,2021-04-11,1.09,2,71,13.080000000000002
4299,Barbara,27370249,"Bed, Bath and Beyond! 5 miles south of downtown",739362,no_group,78745,30.19744,-97.7782,private room,29,30,14,2021-04-11,10.24,6,216,122.88
4300,Ben,33361564,6000sf Home Sleeps 20+ Guests,7288299,no_group,78733,30.34039,-97.85523,entire home/apt,1950,2,12,2021-04-11,0.49,1,320,5.88
4301,Serena,16297180,Creek Zen,106623435,no_group,78723,30.3214,-97.67519,private room,45,1,101,2021-04-11,2.48,1,189,29.759999999999998
4302,Spencer,38549795,The Perch - Lofty Back Home in East Austin’s Heart,3670905,no_group,78702,30.25464,-97.73375,entire home/apt,288,3,8,2021-04-11,0.43,2,0,5.16
4303,Victor,43943262,Texas Bungalows Studio Austin/Domain North,187003751,no_group,78727,30.43356,-97.69862,private room,92,1,9,2021-04-11,0.72,5,0,8.64
4304,Chung-Fu,42956001,ResortPool | Sleeper Sofa | Hot Tub | Washer+Dryer,243684594,no_group,78730,30.35736,-97.79575,entire home/apt,99,90,2,2021-04-11,0.27,32,310,3.24
4305,ITrip Vacations,23977807,Staycation Time! Bring the Boat & Don't Forget the Dog. South Shore Lake Travis Waterfront Property,177821967,no_group,78734,30.38069,-97.95857,entire home/apt,274,2,16,2021-04-11,0.44,18,345,5.28
4306,Carlos,368057,Family home in Mueller,1858184,no_group,78723,30.29608,-97.70658,entire home/apt,275,30,14,2021-04-10,0.22,1,54,2.64
4307,Lucy,6185503,Cozy Vacation Getaway w/ Pool 5 min walk to Metro,3161356,no_group,78758,30.36865,-97.69854,private room,75,2,52,2021-04-10,1.04,1,285,12.48
4308,Jennifer & Ginger,5060912,Close to Downtown/U.T. Area,24873444,no_group,78723,30.29504,-97.70357,entire home/apt,396,2,108,2021-04-10,2.13,1,0,25.56
4309,Ann,45243187,Sanitized - close to downtown Austin & The Domain,150035984,no_group,78750,30.43286,-97.7763,entire home/apt,88,2,15,2021-04-10,4.33,2,36,51.96
4310,Joanne,31569991,"ATX Color at the Grove, tranquil and convenient.",22307232,no_group,78744,30.19778,-97.73101,entire home/apt,214,31,27,2021-04-10,1.63,1,268,19.56
4311,WanderJaunt,41933040,WanderJaunt | Carbon | 1BR | North Austin,104309976,no_group,78758,30.37504,-97.71688,entire home/apt,120,1,16,2021-04-10,0.92,142,192,11.040000000000001
4312,Mary,39723814,Downtown Walkable Studio in charming old hood,300189362,no_group,78703,30.27485,-97.75331,entire home/apt,51,30,3,2021-04-10,0.19,2,146,2.2800000000000002
4313,Av,47923493,"Private 2 Bd/1 Bath, minutes to downtown & Domain",139155196,no_group,78723,30.30784,-97.67039,private room,89,1,2,2021-04-10,0.41,3,81,4.92
4314,Cassandra,45292338,Heart of Austin ❤️ woman only,331201927,no_group,78705,30.2892,-97.74393,private room,60,25,28,2021-04-10,3.17,1,55,38.04
4315,Chung-Fu,43036827,Stay at Austin's Most Stylish 1BR Suite w/KING Bed,329864866,no_group,78704,30.23913,-97.78516,entire home/apt,176,1,3,2021-04-10,0.73,3,90,8.76
4316,Will,37533302,Downtown E. Austin Modern Farmhouse *Rooftop view*,16088723,no_group,78702,30.25991,-97.71336,private room,319,1,5,2021-04-10,0.23,2,71,2.7600000000000002
4317,Kysean,25951649,Entire 2nd floor w/ living space & private bath!!,90910567,no_group,78725,30.21729,-97.63313,private room,65,3,30,2021-04-10,0.83,1,0,9.959999999999999
4318,Michael,46287154,Atomic Age Room 1,374645236,no_group,78752,30.33603,-97.7092,private room,58,2,4,2021-04-09,0.64,17,306,7.68
4319,The Wayback,31014454,Cottage #1 with onsite Saltwater Pool and Cafe,226833445,no_group,78733,30.31521,-97.87736,entire home/apt,328,1,4,2021-04-09,0.14,10,85,1.6800000000000002
4320,Michael,46287800,Atomic Age Room 2,374645236,no_group,78752,30.33774,-97.70802,private room,48,2,2,2021-04-09,0.31,17,306,3.7199999999999998
4321,Amnon,36670467,Ramp House - an iconic architectural home,105054999,no_group,78704,30.24522,-97.75945,entire home/apt,258,2,31,2021-04-09,1.31,1,56,15.72
4322,GuestSpaces,34717203,"Expansive Luxury Estate w/ Pool, Putting Green, + Batting Cage - 20 Min to Downtown | Professionally Cleaned + Hosted By GuestSpaces",138398089,no_group,78737,30.22235,-97.91119,entire home/apt,1451,2,15,2021-04-09,0.73,30,224,8.76
4323,Dallas,13785841,Secluded Private Waterfront Paradise (Lake Austin),1523587,no_group,78734,30.37372,-97.91564,entire home/apt,963,2,46,2021-04-09,0.78,19,251,9.36
4324,Vi,38258712,Private Master Bedroom By Riverside Boardwalk,5575479,no_group,78741,30.24189,-97.73231,entire home/apt,75,1,27,2021-04-09,1.2,3,0,14.399999999999999
4325,Fred,35315898,Beautiful One-Bedroom Condo at WorldMark Austin!,10595328,no_group,78701,30.27203,-97.74668,entire home/apt,168,2,3,2021-04-09,0.18,8,73,2.16
4326,Kelly,48321576,Private upstairs bedroom with bathroom near trails,61459590,no_group,78747,30.15455,-97.76113,private room,35,25,1,2021-04-08,0.32,1,126,3.84
4327,Stacey,21264411,Silver Streak South Central ATX  - 2/1 Flat,4437388,no_group,78745,30.21864,-97.77386,entire home/apt,125,28,89,2021-04-08,2.23,4,27,26.759999999999998
4328,Martin,44753345,800 Private Room in Great Community 3,8167447,no_group,78751,30.32112,-97.72629,private room,30,30,2,2021-04-08,0.38,76,221,4.5600000000000005
4329,Martin,6955450,Guadalupe: Austin Young Professional Community,8167447,no_group,78751,30.32197,-97.72521,private room,41,30,19,2021-04-08,0.36,76,142,4.32
4330,WanderJaunt,33341596,WanderJaunt | Gene | Studio | South Congress,104309976,no_group,78704,30.22754,-97.76085,entire home/apt,116,1,68,2021-04-08,2.52,142,142,30.240000000000002
4331,Erin,1577342,"Cozy, bright lofted studio",8384474,no_group,78702,30.28019,-97.71366,entire home/apt,105,2,289,2021-04-07,62.37,1,32,748.4399999999999
4332,Nathan,17994877,Gorgeous Entire Floor Downtown (w parking),9089700,no_group,78702,30.26537,-97.72959,entire home/apt,200,1,34,2021-04-07,0.69,2,42,8.28
4333,Stacey,25400565,Incredible value! Close to downtown and airport.,191746184,no_group,78748,30.17912,-97.82233,private room,43,1,182,2021-04-07,6.67,2,35,80.03999999999999
4334,Sreedevi,32230867,North Austin Getaway!,218141952,no_group,78727,30.44079,-97.74303,entire home/apt,85,1,1,2021-04-06,0.32,1,246,3.84
4335,Bobby,48244561,Luxury downtown Austin 1bd/1ba with google fiber,35781200,no_group,78701,30.26858,-97.74472,entire home/apt,75,60,1,2021-04-06,0.32,1,105,3.84
4336,Miles,4403398,Camp Congress (Safari),22857707,no_group,78704,30.25494,-97.747,entire home/apt,125,2,64,2021-04-06,0.79,8,59,9.48
4337,James,41434469,Contemporary East Austin Place! Walk to UT & E 6th,326009488,no_group,78702,30.27331,-97.72809,entire home/apt,678,3,20,2021-04-06,1.2,2,146,14.399999999999999
4338,Brooke,30368562,Wyndham or Worldmark  Austin - Studio,30787515,no_group,78701,30.27241,-97.74866,entire home/apt,216,2,6,2021-04-05,0.21,15,49,2.52
4339,Nick,47123312,Private Bedroom in Central Austin Hyde Park,376759934,no_group,78705,30.2942,-97.729,private room,79,1,5,2021-04-05,0.78,17,360,9.36
4340,Adela,42662716,SoCo home 2 miles from Downtown,269994846,no_group,78704,30.22632,-97.76635,entire home/apt,331,2,5,2021-04-05,0.38,1,313,4.5600000000000005
4341,Martin,47537480,Luxury 1BR on South Congress at Colton House,367670680,no_group,78704,30.237497,-97.755234,entire home/apt,213,14,4,2021-04-05,0.72,28,49,8.64
4342,Annie,42557745,SXSW Private Guesthouse -close to Downtown,41654653,no_group,78703,30.29216,-97.75455,entire home/apt,199,3,1,2021-04-05,0.31,2,89,3.7199999999999998
4343,Shawna,1860352,Furnished House in Tarrytown,9704934,no_group,78703,30.29287,-97.76315,entire home/apt,214,1,92,2021-04-05,3.26,1,145,39.12
4344,TurnKey Vacation Rentals,20306087,Oak-Shaded House in Bouldin,143516774,no_group,78704,30.25515,-97.75826,entire home/apt,465,2,17,2021-04-05,0.6,3,187,7.199999999999999
4345,Tawny,28342174,Downtown Austin ideal location!,1381289,no_group,78701,30.2717,-97.74714,entire home/apt,212,2,2,2021-04-05,0.07,2,24,0.8400000000000001
4346,Natalie,41749840,Easy casual living,45529927,no_group,78703,30.27559,-97.76118,entire home/apt,196,2,3,2021-04-05,0.18,1,20,2.16
4347,Guadalupe,31718325,"Austin Home with 3 BR, 2 BA & Convenient Parking",237924463,no_group,78758,30.41192,-97.69797,entire home/apt,106,30,14,2021-04-05,0.54,3,35,6.48
4348,Charles,43689469,Pool with a View; Deep-Cleaned Peloton Sanctuary,278252607,no_group,78731,30.33604,-97.76473,entire home/apt,950,28,12,2021-04-04,1.1,1,142,13.200000000000001
4349,Matt,23626750,The 1503 B: Covered patio bar & grill/ fire pit,176788606,no_group,78704,30.23195,-97.77808,entire home/apt,230,2,83,2021-04-04,2.05,3,131,24.599999999999998
4350,Bart,15006546,"Cozy, sparkling clean loft+2 bd, shared downstairs",94677584,no_group,78748,30.17897,-97.81792,private room,100,2,64,2021-04-04,1.12,1,10,13.440000000000001
4351,Gary,8290369,"Retro Remodeled Central Austin Retreat, Pet Friendly",29703215,no_group,78723,30.32065,-97.70277,entire home/apt,176,2,60,2021-04-04,0.94,2,64,11.28
4352,Kathleen,32549873,Mid-Mod House Minutes from Downtown,17131616,no_group,78746,30.26518,-97.80423,entire home/apt,450,2,8,2021-04-04,0.28,1,69,3.3600000000000003
4353,Lakeway Founders Properties,48730987,The Serena - 4B/4B Condo in Lakeway,379106929,no_group,78738,30.35673,-97.99733,entire home/apt,324,3,1,2021-04-04,0.31,2,217,3.7199999999999998
4354,Jay,41182050,Come be our roommate for a month!,9595134,no_group,78758,30.36049,-97.70991,private room,40,28,1,2021-04-04,0.31,3,0,3.7199999999999998
4355,Mrs. E,45240418,Sophisticated & Ultra Modern APT- ~5ml Frm DT&AIRP,350284808,no_group,78741,30.23585,-97.68998,entire home/apt,90,2,19,2021-04-04,1.86,1,0,22.32
4356,Uliana,32815998,Guest room in a spacious townhouse close to Domain,170741549,no_group,78758,30.36374,-97.70839,private room,45,1,4,2021-04-04,0.57,1,47,6.84
4357,Robert,23019704,Atomic Windsor Park Ranch Home-51st Area-Remodeled,425706,no_group,78723,30.31418,-97.6938,entire home/apt,170,30,8,2021-04-04,0.2,4,341,2.4000000000000004
4358,Meg,41375869,Private Room in Bohemian South Austin Home,52987986,no_group,78748,30.18193,-97.81807,private room,48,1,7,2021-04-04,0.55,1,122,6.6000000000000005
4359,Matt,45478982,The 1503 A: Pool Bar & Grill,176788606,no_group,78704,30.23318,-97.77773,entire home/apt,399,2,9,2021-04-04,1.02,3,320,12.24
4360,TurnKey Vacation Rentals,47210993,Hideaway near South Lamar | High-Speed Internet,109638288,no_group,78704,30.25542,-97.77144,entire home/apt,186,30,2,2021-04-03,0.59,74,339,7.08
4361,Greg,29989509,"New Build in Amazing Location Pool, Hot Tub & Chef's Kitchen",136129834,no_group,78704,30.25675,-97.7685,entire home/apt,549,2,24,2021-04-03,1.85,1,0,22.200000000000003
4362,Joseph,295275,Stylish 3/2/2 with large backyard,1282837,no_group,78745,30.19037,-97.79003,entire home/apt,191,30,58,2021-04-03,0.57,2,254,6.84
4363,Princess,46969267,Cool and calm,219152916,no_group,78741,30.23128,-97.73087,entire home/apt,50,3,7,2021-04-03,1.08,2,35,12.96
4364,Sharon,45824273,Secluded guest house with pool,36141574,no_group,78759,30.4209,-97.78088,entire home/apt,169,30,4,2021-04-03,0.52,1,220,6.24
4365,Richard,33646919,Newly furnished modern condo,3718090,no_group,78752,30.32398,-97.70313,entire home/apt,90,30,6,2021-04-03,0.23,1,247,2.7600000000000002
4366,Karen,5362658,Urban oasis 10mins from downtown,1731753,no_group,78745,30.20162,-97.81211,entire home/apt,110,30,12,2021-04-03,0.22,1,180,2.64
4367,Rob & Kaylan,43727949,Hyde Park Bungalow 3/2,3226977,no_group,78751,30.31252,-97.7208,entire home/apt,119,28,4,2021-04-03,0.32,1,64,3.84
4368,Jill,48077043,"Tarrytown Condo ""Stay Here & Experience Austin""",57876300,no_group,78703,30.28725,-97.7728,entire home/apt,155,7,1,2021-04-03,0.31,1,222,3.7199999999999998
4369,Mark,7932066,Filmmaker High-end Luxury/Corporate  1/1 Condo,2946600,no_group,78704,30.24604,-97.7441,entire home/apt,95,31,17,2021-04-03,0.59,1,299,7.08
4370,Evonify,48067509,Luxury 2BR + Sofa Bed | Hyde Park Square | Evonify,212359760,no_group,78751,30.30097,-97.73366,entire home/apt,90,1,3,2021-04-03,0.74,1,332,8.879999999999999
4371,Todd,6413,Gem of a Studio near Downtown,Allandale,no_group,78704,30.24885,-97.73587,entire home/apt,104,30,117,2021-04-02,1.31,1,0,15.72
4372,Lucy,23320176,Tranquil and Art Filled Private Guesthouse,61291922,no_group,78704,30.23604,-97.76024,entire home/apt,148,2,129,2021-04-02,4.08,1,261,48.96
4373,T,42684475,"""The Cove""",340022494,no_group,78734,30.36998,-97.99463,entire home/apt,140,27,1,2021-04-02,0.3,1,240,3.5999999999999996
4374,Avery,48243996,Modern + Spacious Oasis Minutes from Downtown (2),56125443,no_group,78723,30.32217,-97.67561,private room,33,30,1,2021-04-02,0.3,4,189,3.5999999999999996
4375,Jamie,23567682,Casa Cozy Clean Hideaway 15-25 Dwntwn & Airport #2,138039665,no_group,78744,30.15932,-97.75232,private room,38,30,72,2021-04-02,1.78,2,0,21.36
4376,Andrew,32163474,Double in game room,160113451,no_group,78747,30.14234,-97.76549,shared room,28,30,13,2021-04-02,0.45,3,87,5.4
4377,WanderJaunt,34178562,WanderJaunt | Florian | 1BR | Barton Creek,104309976,no_group,78746,30.26113,-97.80964,entire home/apt,127,1,26,2021-04-02,1.4,142,0,16.799999999999997
4378,Blake,45950504,The Stewart House: private Pool and lake access,19353541,no_group,78734,30.37863,-97.95653,entire home/apt,440,2,10,2021-04-02,1.95,3,348,23.4
4379,Linda,15241699,"Cactus&Comfort close to downtown, SXSW, UT, ACL,F1",40076263,no_group,78751,30.31846,-97.7103,private room,54,1,51,2021-04-01,1.29,1,289,15.48
4380,Martin,20771704,N.Lamar: Economic Spot in Great Community,8167447,no_group,78751,30.31839,-97.72933,shared room,17,30,11,2021-04-01,0.67,76,322,8.040000000000001
4381,Sam,46818100,PRIVATE ROOM SHARED BATH/3 QUEENS/WEST CAMPUS,127621270,no_group,78705,30.28751,-97.74843,private room,52,1,6,2021-04-01,3.1,5,0,37.2
4382,Ryan,23564286,★★ Lofts of SoCo ★★ Gated Pool Retreat ★★,174041277,no_group,78704,30.23545,-97.74777,entire home/apt,107,30,130,2021-04-01,3.3,1,54,39.599999999999994
