,host_name,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,reviews_per_year
158,Raj,35323273,"Live Love Location - pool, tennis, shop, relax!",2638369,no_group,78759,30.37465,-97.75747,entire home/apt,59,60,8,2021-07-06,0.34,1,113,4.08
159,WanderJaunt,33614029,WanderJaunt | Gale | 1BR | South Congress,104309976,no_group,78704,30.22579,-97.76186,entire home/apt,106,1,69,2021-07-06,20.29,142,259,243.48
160,Kristen,45471193,"Patio, Netflix, Full Kitchen, On Bus Ln, Wa/Dryer",205301039,no_group,78731,30.35341,-97.75366,private room,47,4,10,2021-07-06,1.02,1,118,12.24
161,Lindsey,47581969,B38 Queen Bed Studio in All Inclusive Community,20851570,no_group,78752,30.33021,-97.70323,entire home/apt,65,1,6,2021-07-06,2.14,29,141,25.68
162,Lauren,38934574,"Bright & Modern SoCo Retreat, Minutes from DT!",6944793,no_group,78704,30.2338,-97.76229,entire home/apt,281,2,108,2021-07-06,108.0,1,179,1296.0
163,Heather,40875889,Long term stay-Private bed/bath - N. Central Condo,81751312,no_group,78757,30.36165,-97.71973,private room,45,7,7,2021-07-06,0.38,1,80,4.5600000000000005
164,Julia,47967835,Explore & Relax in East ATX 🏡 Close to Everything!,16581151,no_group,78721,30.28017,-97.68448,entire home/apt,89,2,57,2021-07-06,57.0,1,46,684.0
165,David,48134625,Chill in Cherrywood,128772353,no_group,78722,30.28888,-97.71911,entire home/apt,189,2,13,2021-07-06,3.05,1,116,36.599999999999994
166,East Austin 1614,48145921,STAY | 2 BR Apt in East Austin,385531403,no_group,78702,30.26196,-97.72569,entire home/apt,231,1,39,2021-07-06,12.32,2,338,147.84
167,East Austin 1614,48145916,STAY | 1 BR Apt in East Austin,385531403,no_group,78702,30.26259,-97.72617,entire home/apt,161,1,18,2021-07-06,12.86,2,350,154.32
168,East Austin 1630,48145875,1 BR Apt on East 6th St.,385526414,no_group,78702,30.26325,-97.72382,entire home/apt,155,1,7,2021-07-06,2.19,2,344,26.28
169,Kunal,35704312,Stylish Home - Walk to South Congress & Downtown!,22332832,no_group,78704,30.25127,-97.74491,entire home/apt,108,4,107,2021-07-06,4.62,1,49,55.44
170,Darrien,49195574,DT ATX | 1Bd+1Ba |POOL+FIREPIT+FREE PARKING,151971022,no_group,78705,30.29183,-97.7264,entire home/apt,118,1,4,2021-07-06,3.0,4,324,36.0
171,Austin - Austin Vacay,41617857,Hike or Bike Shoal Creek Trail to Downtown with Parking,326151129,no_group,78703,30.30753,-97.75404,entire home/apt,92,1,68,2021-07-06,3.9,2,356,46.8
172,Leo,41460276,Comfy Room (3) Near Downtown Austin and Airport,5834228,no_group,78744,30.20095,-97.69259,private room,39,1,78,2021-07-06,11.47,12,9,137.64000000000001
173,Lupe,32241153,"Home Away From Home ! with 2 BR, 2 BA, and Parking",241944426,no_group,78758,30.41203,-97.69905,entire home/apt,97,30,8,2021-07-06,0.32,1,136,3.84
174,WanderJaunt,48092946,WanderJaunt | Jean | 2BR | Central Austin,104309976,no_group,78705,30.29109,-97.74513,entire home/apt,145,1,4,2021-07-06,0.97,142,14,11.64
175,Leo,41460272,Comfy Master Room(1)  Near Downtown Austin&Airport,5834228,no_group,78744,30.19953,-97.69447,private room,42,1,74,2021-07-06,4.83,12,9,57.96
176,Casey,32161243,Centralized 2 bedroom to maximize your visit!,195478867,no_group,78757,30.34493,-97.73518,entire home/apt,70,1,53,2021-07-06,22.08,7,273,264.96
177,Lauren,45848451,COUNTRY + SEAWEED HOUSE,3928589,no_group,78704,30.258,-97.78067,entire home/apt,799,4,17,2021-07-06,2.05,1,299,24.599999999999998
178,Kasey,46328080,Eclectic East Austin Home w/Double Rooftop Deck,176083072,no_group,78721,30.26816,-97.68376,entire home/apt,159,2,4,2021-07-06,0.64,1,28,7.68
179,Sheer,44530024,Private Studio and Balcony in the Treetops,22687460,no_group,78702,30.2778,-97.71743,entire home/apt,110,2,54,2021-07-06,4.95,1,37,59.400000000000006
180,Dexter,41102834,"Cool Guest House | Near Downtown, UT | ACL | Parks",39562007,no_group,78722,30.28993,-97.72169,entire home/apt,130,4,22,2021-07-06,1.26,1,5,15.120000000000001
181,Lynn & Mario,50773333,The Georgian | Spacious Studio w/ Own Entrance,25967855,no_group,78753,30.359013376953413,-97.694971474743,entire home/apt,75,1,1,2021-07-06,1.0,1,334,12.0
182,Meshelle M,29631077,Stroll to East Side's Hippest Eateries | Good Eats,7270902,no_group,78702,30.25527,-97.72215,entire home/apt,100,1,198,2021-07-06,6.29,15,174,75.48
183,Lacy,50621952,Charming 3 Bedroom Austin Hill Country Oasis,51064,no_group,78731,30.35975,-97.78508,entire home/apt,249,2,1,2021-07-06,1.0,1,14,12.0
184,Brian,23038138,East Downtown Austin Modern Condo,81560335,no_group,78702,30.26938,-97.7163,entire home/apt,75,1,309,2021-07-06,13.21,1,70,158.52
185,Ryan,15315326,Explore Restaurants Near an East Side Guesthouse,19380268,no_group,78702,30.27995,-97.71883,private room,93,2,123,2021-07-06,2.15,2,83,25.799999999999997
186,Anton,50117929,Lovely private room close to Lake,183611405,no_group,78732,30.37683,-97.88795,private room,36,1,14,2021-07-06,12.73,2,318,152.76
187,Earlene,5391565,Lake Travis home / Main Sailing Basin,4852962,no_group,78732,30.41613,-97.89249,entire home/apt,287,3,142,2021-07-06,2.09,1,308,25.08
188,Kelly,75957,Charming 1 Bedroom Cottage Apt In Tarrytown,404260,no_group,78703,30.29033,-97.76886,entire home/apt,121,2,346,2021-07-06,6.17,1,313,74.03999999999999
189,Elliot,50564310,NEW! Copacabana Loft - W/Downtown skyline views,312469392,no_group,78702,30.26545,-97.73445,entire home/apt,173,1,3,2021-07-06,3.0,3,173,36.0
190,Cata,22467136,"The White Cloud Suite    Lake View, Pool & Hot Tub",162685384,no_group,78734,30.39535,-97.9189,private room,178,1,23,2021-07-06,1.94,6,273,23.28
191,Blueprint Management Group,49484134,★Bay Suite★-| Luxury Retreat | Near Airport | Gym,386930033,no_group,78741,30.22197,-97.70709,private room,99,2,11,2021-07-06,5.41,5,150,64.92
192,Lewis Capital,49489240,Luxury Apartment ★ Perfect for Couples ★ Free Wine,371191198,no_group,78702,30.253345,-97.693451,entire home/apt,125,1,5,2021-07-06,2.73,1,329,32.76
193,Stephanie,50168746,Lake Travis Luxury Yacht - Stress Relief,76021401,no_group,78734,30.42319,-97.94543,entire home/apt,211,2,6,2021-07-06,6.0,1,247,72.0
194,Sessil,49505837,Lush Guest House | Centrally Located,343836805,no_group,78751,30.30109,-97.71955,entire home/apt,103,2,14,2021-07-06,7.92,15,78,95.03999999999999
195,Richard,14964551,"Loft Studio in great central location, monthly.",48280670,no_group,78741,30.23642,-97.73067,entire home/apt,75,29,62,2021-07-06,1.1,1,177,13.200000000000001
196,Tracey,10576585,Excellent base camp for COVID safe Austin fun,54562024,no_group,78704,30.24436,-97.75772,private room,68,1,188,2021-07-06,3.05,1,288,36.599999999999994
197,John,5420782,"Backyard Cottage - SXSW, ACL, SoCo, short walk.",27707384,no_group,78704,30.25222,-97.75582,entire home/apt,189,2,94,2021-07-06,1.63,1,251,19.56
198,Sherri,10606818,4/2.5 Near Downtown Family Friendly House Sleeps 8,54730910,no_group,78741,30.22921,-97.7425,entire home/apt,283,3,34,2021-07-06,0.75,1,344,9.0
199,Sabrina,14882299,Cherrywood Sanctuary,42511447,no_group,78722,30.29397,-97.71622,entire home/apt,143,2,17,2021-07-06,1.03,1,31,12.36
200,Nathan &,19567402,★Perfect for Couples★ 5 Min from SoCo & DWTN!!,12925390,no_group,78704,30.24084,-97.73911,entire home/apt,73,2,287,2021-07-06,10.19,5,73,122.28
201,Liz,11112402,Enjoy Austin attractions from Guesthouse in South central Austin,4979807,no_group,78745,30.22128,-97.81356,entire home/apt,112,2,148,2021-07-06,3.82,1,299,45.839999999999996
202,Leyla,11325599,5★ Restored Vintage Airstream- a hip retreat!,1833254,no_group,78723,30.28518,-97.69635,entire home/apt,73,1,268,2021-07-06,13.63,2,147,163.56
203,Sessil,50381987,The Rita | Hip East Side Stay | 2 Bikes,343836805,no_group,78702,30.25808,-97.71806,entire home/apt,208,1,5,2021-07-06,5.0,15,144,60.0
204,Cinderella,21360822,Refurbished Ground Floor Suite near Downtown,7920042,no_group,78704,30.24156,-97.77362,entire home/apt,81,1,171,2021-07-06,4.37,1,26,52.44
205,Michele,83643,Fun Central Austin Convenience,456230,no_group,78752,30.32395,-97.71851,private room,52,2,196,2021-07-06,3.91,1,340,46.92
206,Rheana,49771639,Private Room and Bath Near Downtown Austin,67651232,no_group,78741,30.22325,-97.6929,private room,36,1,10,2021-07-06,9.09,1,0,109.08
207,Bill,12308357,Enjoy the Heated Pool at a Beautifully Designed Getaway,3626574,no_group,78704,30.24455,-97.74532,entire home/apt,193,1,656,2021-07-06,10.83,4,281,129.96
208,Tobin,12534356,Soak Up the City from a Chic SoLa Retreat,44664003,no_group,78704,30.24547,-97.77175,entire home/apt,120,2,279,2021-07-06,4.42,5,298,53.04
209,Jessica,50227831,Simple but Comfy 1b/1b- Mueller Market District-,404049518,no_group,78723,30.29594,-97.68645,entire home/apt,103,2,3,2021-07-06,3.0,1,153,36.0
210,Comfort,49653577,DomainAPT @RockRose Ave 2Bedrooms,40140851,no_group,78758,30.4006,-97.72155,entire home/apt,224,2,4,2021-07-06,2.18,5,81,26.160000000000004
211,Nikki & Patrick,12813352,Treehouse in the woods for year-round getaway!,43221494,no_group,78734,30.37114,-97.99186,entire home/apt,446,4,34,2021-07-06,0.56,1,11,6.720000000000001
212,Michelle,20523873,Cozy cottage w/pool in convenient Highland Park!,42708815,no_group,78731,30.3319,-97.7585,entire home/apt,66,1,95,2021-07-06,2.27,1,279,27.240000000000002
213,Randall,50573609,Private Mid-Century Modern Guest Suite,297042946,no_group,78757,30.34625,-97.74473,entire home/apt,113,2,1,2021-07-06,1.0,1,72,12.0
214,Joy,14993882,Walk to ACL and Fan Fest From Peaceful New Home,94534779,no_group,78704,30.25875,-97.76699,entire home/apt,214,2,160,2021-07-06,3.97,1,95,47.64
215,Adrianne,13698295,Eastside Bohemian Retreat House with a Taste of Southern Charm,16109724,no_group,78702,30.25048,-97.72428,entire home/apt,293,2,141,2021-07-06,2.48,1,84,29.759999999999998
216,Ohad,49966427,Entire Spacious & Bright Home in Zilker (SoLa),19692549,no_group,78704,30.24928,-97.77802,entire home/apt,436,2,3,2021-07-06,2.31,1,55,27.72
217,Kurt,8032556,3BR/2BA Mid-Century Rosedale House,42412174,no_group,78756,30.31488,-97.74456,entire home/apt,198,4,209,2021-07-06,3.97,1,44,47.64
218,Jesus,23469899,Stay in entire townhome to yourself in Mueller ATX,17736892,no_group,78723,30.29695,-97.69841,entire home/apt,100,2,5,2021-07-06,4.41,1,4,52.92
219,Carter & Juli,23496157,Private and Hip Centrally Located East Austin Guesthouse,1658082,no_group,78702,30.27468,-97.71569,entire home/apt,109,1,225,2021-07-06,6.53,1,23,78.36
220,Carrie & Vic,17480569,Tranquil Dripping Springs Casita on Barton Creek.,40996780,no_group,78736,30.245171,-98.025299,entire home/apt,157,1,228,2021-07-06,5.5,1,333,66.0
221,Joel,49295093,"Quiet laidback room in SoCo, the best part of ATX.",240054181,no_group,78704,30.24712,-97.751396,private room,65,1,10,2021-07-06,10.0,1,39,120.0
222,Stephanie,50698355,Lake Travis Resort Style Retreat,10761680,no_group,78734,30.39303,-97.93695,private room,75,1,1,2021-07-06,1.0,2,56,12.0
223,Ryan,50072892,The Casa Blanca,118923788,no_group,78745,30.22665,-97.79867,entire home/apt,1193,3,2,2021-07-06,2.0,2,110,24.0
224,Katya & Bobby,16858716,House on the Creek (Central Austin),46959319,no_group,78756,30.32019,-97.74333,entire home/apt,91,28,357,2021-07-06,7.68,3,184,92.16
225,Susie,8986977,Easy Access to Austin Living,38364237,no_group,78749,30.19643,-97.85934,private room,53,2,192,2021-07-06,3.96,1,333,47.519999999999996
226,Emily,50084000,Musician's Hideaway In The Heart Of Hippieville,349498865,no_group,78745,30.22678,-97.78142,entire home/apt,104,1,6,2021-07-06,4.5,1,161,54.0
227,Michael,37203823,Private Room in Extraordinary East Austin Home,27058878,no_group,78702,30.27391,-97.70439,private room,94,1,12,2021-07-05,0.56,1,3,6.720000000000001
228,Ashley & Jeff,15673476,Luxury Boutique Apartment Three Miles to Downtown,69246211,no_group,78751,30.31225,-97.71204,entire home/apt,80,30,15,2021-07-05,0.29,3,85,3.4799999999999995
229,Shorewood,37780485,Lake Travis Cozy 3B2B Home with a pool,285778717,no_group,78734,30.42396,-97.9339,entire home/apt,390,2,52,2021-07-05,2.79,1,351,33.480000000000004
230,Alison,39599867,Bask in Casita Life | N Central ATX w/Skylight ☀️✨,192792688,no_group,78753,30.36543,-97.69,entire home/apt,76,2,61,2021-07-05,19.68,2,123,236.16
231,Cynthia,13912501,Trinity Creek,82530387,no_group,78734,30.39448,-97.92253,entire home/apt,250,2,82,2021-07-05,2.41,1,350,28.92
232,Justin And Deb,39006587,Austin's Retro Oasis,298907305,no_group,78751,30.30953,-97.71699,entire home/apt,93,2,78,2021-07-05,3.79,1,47,45.480000000000004
233,Bon Voyage,39007825,FRIENDS & FAMILY GETAWAY ❤️ RAINEY ❤️ Location ✨✨✨,259250515,no_group,78701,30.26115,-97.7371,entire home/apt,213,3,66,2021-07-05,3.28,2,33,39.36
234,Lonnie,14030323,Austin CrashPad,41933894,no_group,78723,30.30547,-97.67823,entire home/apt,40,2,25,2021-07-05,0.81,1,16,9.72
235,Jason,14866552,Deep Eddy Treetop Studio,5376321,no_group,78703,30.28164,-97.77036,entire home/apt,139,3,94,2021-07-05,30.99,1,222,371.88
236,Greta,37686296,"Modern East 6th Loft, walk to Downtown Austin, UT!",50225821,no_group,78702,30.26467,-97.73234,entire home/apt,131,2,121,2021-07-05,5.58,2,91,66.96000000000001
237,Jay,14857970,Zen Nature House Central/East ATX-4/2 Sleeps 8,14454486,no_group,78723,30.30898,-97.69962,entire home/apt,336,2,20,2021-07-05,0.89,1,0,10.68
238,Bryan,14820133,Spectacular Austin SoCo 2/1: Highlands Townhome,92644972,no_group,78704,30.2268,-97.75255,entire home/apt,94,2,400,2021-07-05,9.02,2,244,108.24
239,Jana - Austin Vacay,37595698,Walk to Central Park - Hyde Park Happy!,283181237,no_group,78751,30.30271,-97.73574,entire home/apt,128,1,112,2021-07-05,7.8,1,331,93.6
240,Meghan,36842012,Cozy Blue House in South Austin,57138639,no_group,78748,30.18415,-97.80915,entire home/apt,257,3,27,2021-07-05,1.21,2,149,14.52
241,Claire,14784589,Rosedale Casita in Quiet Family Neighborhood,18495219,no_group,78756,30.32113,-97.74278,entire home/apt,130,2,56,2021-07-05,2.56,1,44,30.72
242,Katrina,3649811,Sophisticated Bohemian Townhouse near the East Side,2304514,no_group,78702,30.25881,-97.72616,entire home/apt,425,2,78,2021-07-05,1.05,2,162,12.600000000000001
243,Thomas,39055617,Austin's Finest Gem,273160693,no_group,78752,30.33028,-97.70274,entire home/apt,146,2,81,2021-07-05,4.58,1,312,54.96
244,Jo,37804375,Tiny Oreo House in Hip Central East Austin,9649810,no_group,78702,30.27917,-97.70721,entire home/apt,76,2,83,2021-07-05,3.82,1,125,45.839999999999996
245,Gary,39203878,HOME AWAY FROM HOME 1-BD CONDO <15min to downtown!,300832351,no_group,78751,30.31973,-97.71153,entire home/apt,74,2,75,2021-07-05,3.62,1,35,43.44
246,Martin,14671731,Quiet Cul de Sac in Cherrywood,91010914,no_group,78722,30.29017,-97.72153,entire home/apt,185,2,93,2021-07-05,1.58,1,167,18.96
247,Deedee,39276294,Downtown Skyline Condo,116126652,no_group,78701,30.26562,-97.74915,entire home/apt,200,2,9,2021-07-05,5.09,1,250,61.08
248,Matt & Elodie,39364778,Cozy South Austin Studio,224306817,no_group,78745,30.21599,-97.78575,entire home/apt,65,1,81,2021-07-05,4.11,1,111,49.32000000000001
249,Cindy,37359691,Easy & Inviting,80374560,no_group,78756,30.31118,-97.743,entire home/apt,155,2,51,2021-07-05,2.46,1,206,29.52
250,Carrie,37255345,South Austin Space Perfect for Work or Play,11063837,no_group,78704,30.23795,-97.76796,entire home/apt,68,2,78,2021-07-05,4.46,4,121,53.519999999999996
251,Lisa,37426520,Lake Austin Adventure -100% New / No Pets,15281811,no_group,78734,30.38098,-97.91951,entire home/apt,214,2,107,2021-07-05,4.94,1,67,59.28
252,Kristin,38362602,Cozy 1800’s Hill Country Casita,22178800,no_group,78738,30.29905,-98.0537,entire home/apt,153,2,71,2021-07-05,15.78,1,63,189.35999999999999
253,Casey,38868075,Hudson Hideaway - Charming Lake Travis Townhome,297642974,no_group,78734,30.4016,-97.92607,entire home/apt,176,2,41,2021-07-05,3.4,2,324,40.8
254,"Magdiel, CEO Of The Third Castle",38841864,C’razy perfect location! Budget friendly stay!,55352228,no_group,78705,30.29335,-97.73112,entire home/apt,64,2,57,2021-07-05,2.84,4,0,34.08
255,Eunice,38192856,Duplex-Unit A Near DWTN & Austin-Bergstrom Airport,262127534,no_group,78721,30.26396,-97.68881,entire home/apt,206,2,21,2021-07-05,1.53,3,312,18.36
256,Casey,38429825,Best Location for Exploring Austin,195478867,no_group,78757,30.34337,-97.73713,entire home/apt,55,1,140,2021-07-05,6.81,7,275,81.72
257,Stephanie,15321919,Central Austin Living in a Light-Filled Retreat,1679652,no_group,78746,30.27091,-97.81276,entire home/apt,169,2,77,2021-07-05,1.64,1,349,19.68
258,WanderJaunt,38189571,WanderJaunt | Joan | 1BR | North Austin,104309976,no_group,78758,30.40471,-97.71973,entire home/apt,122,1,46,2021-07-05,9.52,142,74,114.24
259,Renters Club,38151123,Clarksville Sundown - downtown!!,118565935,no_group,78703,30.27957,-97.75985,entire home/apt,257,1,24,2021-07-05,1.33,74,298,15.96
260,Brian,15095118,"Private, Hill Country Guest House",95561755,no_group,78733,30.34033,-97.85411,entire home/apt,215,2,38,2021-07-05,0.72,1,237,8.64
261,Michael,15086376,"Panoramic Lake Views, Pool, Nature, Relax!",95474790,no_group,78734,30.40962,-97.91709,entire home/apt,824,2,97,2021-07-05,3.46,2,213,41.519999999999996
262,UrbanStay,38495895,🥂Rainey Street—6 min walk ♫ 6th Street—3 min drive,293556347,no_group,78702,30.25514,-97.73576,entire home/apt,312,3,119,2021-07-05,6.36,9,89,76.32000000000001
263,Christine,38509841,Backyard Artist Studio in East Austin,2032710,no_group,78721,30.28031,-97.69131,entire home/apt,145,2,58,2021-07-05,2.71,1,75,32.519999999999996
264,Michelle,38595412,Dreaming Buffalo Austin Cottage,40810777,no_group,78737,30.20059,-97.9344,entire home/apt,97,2,65,2021-07-05,3.88,1,253,46.56
265,Karyn,39938717,Charming Tiny Loft House in East Austin,2930753,no_group,78702,30.25328,-97.72244,entire home/apt,99,1,144,2021-07-05,13.5,1,110,162.0
266,Christine,38595888,Tatooine Inspired Urban Retreat,194556339,no_group,78702,30.26343,-97.71699,entire home/apt,59,2,76,2021-07-05,4.57,1,90,54.84
267,Liviu,14991271,"Luxury retreat, magnificent sunset views",71573606,no_group,78746,30.30028,-97.84164,entire home/apt,344,2,89,2021-07-05,4.16,2,252,49.92
268,John & Kristina,38055707,Sleep on Tempurpedic in this Austin Home,133718424,no_group,78758,30.35939,-97.7124,entire home/apt,136,4,47,2021-07-05,9.4,1,52,112.80000000000001
269,Bailey,38596517,Vibey Home Near DT ATX w/ Pool,84615321,no_group,78704,30.24999,-97.7709,entire home/apt,863,2,31,2021-07-05,1.51,1,60,18.12
270,Jackie,4054044,Stroll to Local Restaurants from a Unique Modern Home,4580592,no_group,78751,30.30479,-97.72234,entire home/apt,144,2,127,2021-07-05,4.62,1,292,55.44
271,Priscilla,38620488,Cozy south side Bedroom In quaint home,7985005,no_group,78745,30.20129,-97.82236,private room,66,1,10,2021-07-05,0.47,2,359,5.64
272,Jon,38643138,Private Studio,2868583,no_group,78741,30.23746,-97.73598,entire home/apt,78,2,31,2021-07-05,1.45,2,19,17.4
273,Sarah,14969194,Feel Lake Breezes From a Porch Swing at a Custom Family Home,80625850,no_group,78702,30.25107,-97.72333,entire home/apt,846,1,83,2021-07-05,1.58,3,324,18.96
274,Barbara,3840726,Creekside Casita,19789267,no_group,78737,30.15793,-97.94311,entire home/apt,169,2,253,2021-07-05,3.32,1,238,39.839999999999996
275,Stay Local Austin,38013349,Sunny & Modern - East Austin,18253226,no_group,78702,30.26868,-97.71879,entire home/apt,182,2,40,2021-07-05,1.95,31,13,23.4
